 200000            33
  0.314800E+00  0.000000E+00
  0.314800E+00  0.105000E+01
  0.415000E+00  0.127000E+01
  0.415000E+00  0.162340E+01
  0.571500E+00  0.162340E+01
  0.617000E+00  0.162800E+01
  0.119400E+01  0.140100E+01
  0.104330E+01  0.143000E+01
  0.131920E+01  0.103970E+01
  0.133580E+01  0.997600E+00
  0.148510E+01  0.545000E+00
  0.147910E+01  0.499500E+00
  0.151740E+01  0.306000E+00
  0.153130E+01  0.235500E+00
  0.154640E+01  0.158600E+00
  0.156080E+01  0.801000E-01
  0.156700E+01  0.000000E+00
  0.156570E+01 -0.177000E-01
  0.155430E+01 -0.112300E+00
  0.153410E+01 -0.221000E+00
  0.151810E+01 -0.302600E+00
  0.148180E+01 -0.486000E+00
  0.148510E+01 -0.545000E+00
  0.133580E+01 -0.997600E+00
  0.131920E+01 -0.103970E+01
  0.104330E+01 -0.143000E+01
  0.119400E+01 -0.140100E+01
  0.617000E+00 -0.162800E+01
  0.571500E+00 -0.162340E+01
  0.415000E+00 -0.162340E+01
  0.415000E+00 -0.127000E+01
  0.314800E+00 -0.105000E+01
  0.314800E+00  0.000000E+00
 112811            37
  0.185100E+00  0.000000E+00
  0.185100E+00  0.100810E+01
  0.279400E+00  0.117140E+01
  0.279400E+00  0.157800E+01
  0.297900E+00  0.160340E+01
  0.571200E+00  0.160340E+01
  0.571200E+00  0.162800E+01
  0.617000E+00  0.162800E+01
  0.119400E+01  0.140100E+01
  0.104330E+01  0.143000E+01
  0.131920E+01  0.103970E+01
  0.133580E+01  0.997600E+00
  0.148510E+01  0.545000E+00
  0.147910E+01  0.499500E+00
  0.151740E+01  0.306000E+00
  0.153130E+01  0.235500E+00
  0.154640E+01  0.158600E+00
  0.156080E+01  0.801000E-01
  0.156700E+01  0.000000E+00
  0.156570E+01 -0.177000E-01
  0.155430E+01 -0.112300E+00
  0.153410E+01 -0.221000E+00
  0.151810E+01 -0.302600E+00
  0.148180E+01 -0.486000E+00
  0.148510E+01 -0.545000E+00
  0.133580E+01 -0.997600E+00
  0.131920E+01 -0.103970E+01
  0.104330E+01 -0.143000E+01
  0.119400E+01 -0.140100E+01
  0.617000E+00 -0.162800E+01
  0.571200E+00 -0.162800E+01
  0.571200E+00 -0.160340E+01
  0.297900E+00 -0.160340E+01
  0.279400E+00 -0.157800E+01
  0.279400E+00 -0.117140E+01
  0.185100E+00 -0.100810E+01
  0.185100E+00  0.000000E+00
 106806            35
  0.185100E+00  0.000000E+00
  0.185100E+00  0.100810E+01
  0.279400E+00  0.117140E+01
  0.279400E+00  0.157800E+01
  0.297900E+00  0.160340E+01
  0.571200E+00  0.160340E+01
  0.571200E+00  0.162800E+01
  0.617000E+00  0.162800E+01
  0.119400E+01  0.140100E+01
  0.104330E+01  0.143000E+01
  0.131920E+01  0.103970E+01
  0.133580E+01  0.997600E+00
  0.148510E+01  0.545000E+00
  0.148900E+01  0.490000E+00
  0.156380E+01  0.114100E+00
  0.157000E+01  0.763600E-01
  0.157370E+01  0.382610E-01
  0.157500E+01  0.000000E+00
  0.157370E+01 -0.382610E-01
  0.157000E+01 -0.763600E-01
  0.156380E+01 -0.114100E+00
  0.148900E+01 -0.490000E+00
  0.148510E+01 -0.545000E+00
  0.133580E+01 -0.997600E+00
  0.131920E+01 -0.103970E+01
  0.104330E+01 -0.143000E+01
  0.119400E+01 -0.140100E+01
  0.617000E+00 -0.162800E+01
  0.571200E+00 -0.162800E+01
  0.571200E+00 -0.160340E+01
  0.297900E+00 -0.160340E+01
  0.279400E+00 -0.157800E+01
  0.279400E+00 -0.117140E+01
  0.185100E+00 -0.100810E+01
  0.185100E+00  0.000000E+00
      0            49
  0.185100E+00  0.000000E+00
  0.185100E+00  0.100810E+01
  0.279400E+00  0.117140E+01
  0.279400E+00  0.157800E+01
  0.297900E+00  0.160340E+01
  0.571200E+00  0.160340E+01
  0.571200E+00  0.167960E+01
  0.391700E+00  0.167960E+01
  0.391700E+00  0.194730E+01
  0.521000E+00  0.194730E+01
  0.521000E+00  0.184410E+01
  0.600000E+00  0.184410E+01
  0.600000E+00  0.171060E+01
  0.617000E+00  0.171060E+01
  0.617000E+00  0.162800E+01
  0.119400E+01  0.140100E+01
  0.104330E+01  0.143000E+01
  0.131920E+01  0.103970E+01
  0.133580E+01  0.997600E+00
  0.148510E+01  0.545000E+00
  0.148900E+01  0.490000E+00
  0.156380E+01  0.114100E+00
  0.157000E+01  0.763600E-01
  0.157370E+01  0.382610E-01
  0.157500E+01  0.000000E+00
  0.157370E+01 -0.382610E-01
  0.157000E+01 -0.763600E-01
  0.156380E+01 -0.114100E+00
  0.148900E+01 -0.490000E+00
  0.148510E+01 -0.545000E+00
  0.133580E+01 -0.997600E+00
  0.131920E+01 -0.103970E+01
  0.104330E+01 -0.143000E+01
  0.119400E+01 -0.140100E+01
  0.617000E+00 -0.162800E+01
  0.617000E+00 -0.171060E+01
  0.600000E+00 -0.171060E+01
  0.600000E+00 -0.184410E+01
  0.521000E+00 -0.184410E+01
  0.521000E+00 -0.194730E+01
  0.391700E+00 -0.194730E+01
  0.391700E+00 -0.167960E+01
  0.571200E+00 -0.167960E+01
  0.571200E+00 -0.160340E+01
  0.297900E+00 -0.160340E+01
  0.279400E+00 -0.157800E+01
  0.279400E+00 -0.117140E+01
  0.185100E+00 -0.100810E+01
  0.185100E+00  0.000000E+00
